"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"visit","String","60","Recommended","","Visit name","","","eventname"
"prodromal_1_y","Integer","","Recommended","","Did places that you know well, such as your bedroom, or other rooms in your home, your classroom or school yard, suddenly seem weird, strange or confusing to you; like not the real world?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_1"
"pps_1_bother_yn","Integer","","Recommended"," prodromal_1_y   == 1","Well known places. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_1_bother_yn"
"prodromal_1b_y","Integer","","Recommended"," pps_1_bother_yn   == 1","Well known places. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_1b"
"prodromal_2_y","Integer","","Recommended","","Did you hear strange sounds that you never noticed before like banging, clicking, hissing, clapping, or ringing in your ears?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_2"
"pps_2_bother_yn","Integer","","Recommended"," prodromal_2_y   == 1","Strange sounds. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_2_bother_yn"
"prodromal_2b_y","Integer","","Recommended"," pps_2_bother_yn   == 1","Strange sounds. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_2b"
"prodromal_3_y","Integer","","Recommended","","Do things that you see appear different from the way they usually do (brighter or duller, larger or smaller, or changed in some other way)?","0; 1","0= No; 1= Yes","prodrom_psych_3"
"pps_3_bother_yn","Integer","","Recommended"," prodromal_3_y   == 1","Things looked different. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_3_bother_yn"
"prodromal_3b_y","Integer","","Recommended"," pps_3_bother_yn   == 1","Things looked different.Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_3b"
"prodromal_4_y","Integer","","Recommended","","Did you feel like you had special, unusual powers like you could make things happen by magic, or that you could magically know what was inside another person's mind, or magically know what was going to happen in the future when other people could not?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_4"
"pps_4_bother_yn","Integer","","Recommended"," prodromal_4_y   == 1","Special powers. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_4_bother_yn"
"prodromal_4b_y","Integer","","Recommended"," pps_4_bother_yn   == 1","Special powers. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_4b"
"prodromal_5_y","Integer","","Recommended","","Did you feel that someone else, who is not you, has taken control over the private, personal, thoughts or ideas inside your head?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_5"
"pps_5_bother_yn","Integer","","Recommended"," prodromal_5_y   == 1","Someone else in control. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_5_bother_yn"
"prodromal_5b_y","Integer","","Recommended"," pps_5_bother_yn   == 1","Someone else in control. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_5b"
"prodromal_6_y","Integer","","Recommended","","Did you suddenly find it hard to figure out how to say something quickly and easily so that other people would understand what you meant?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_6"
"pps_6_bother_yn","Integer","","Recommended"," prodromal_6_y   == 1","Hard to figure out. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_6_bother_yn"
"prodromal_6b_y","Integer","","Recommended"," pps_6_bother_yn   == 1","Hard to figure out. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_6b"
"prodromal_7_y","Integer","","Recommended","","Did you ever feel very certain that you have very special abilities or magical talents that other people do not have?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_7"
"pps_7_bother_yn","Integer","","Recommended"," prodromal_7_y   == 1","Magical talents. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_7_bother_yn"
"prodromal_7b_y","Integer","","Recommended"," pps_7_bother_yn   == 1","Magical talents. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_7b"
"prodromal_8_y","Integer","","Recommended","","Did you suddenly feel that you could not trust other people because they seemed to be watching you or talking about you in an unfriendly way?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_8"
"pps_8_bother_yn","Integer","","Recommended"," prodromal_8_y   == 1","Could not trust. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_8_bother_yn"
"prodromal_8b_y","Integer","","Recommended"," pps_8_bother_yn   == 1","Could not trust. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_8b"
"prodromal_9_y","Integer","","Recommended","","Do you sometimes get strange feelings on or just beneath your skin, like bugs crawling?","0; 1","0= No; 1= Yes","prodrom_psych_9"
"pps_9_bother_yn","Integer","","Recommended"," prodromal_9_y   == 1","Strange skin feelings. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_9_bother_yn"
"prodromal_9b_y","Integer","","Recommended"," pps_9_bother_yn   == 1","Strange skin feelings. Please CHOOSE THE NUMBER below the appropriate picture that shows us how much that bothered you when it happened.","1::5","1=Not very bothered ; 2=Slightly bothered ; 3=Moderately bothered ; 4=Very much bothered ; 5=Extremely bothered","prodrom_psych_9b"
"prodromal_10_y","Integer","","Recommended","","Did you lose concentration because you noticed sounds in the distance that you usually don't hear?","1 ; 0","1 = Yes; 0 = No","prodrom_psych_10"
"pps_10_bother_yn","Integer","","Recommended"," prodromal_10_y   == 1","Lose concentration. Did it bother you?","0 ; 1","1 = Yes; 0 = No","prodrom_psych_10_bother_yn"
