"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"respond","Integer","","Recommended","","Respondent","1::7;999","1 = Parent; 2 = Teacher; 3=Self; 4= Other; 5= Significant other; 6 = Parent 1; 7 = Parent 2; 999 = Not available",""
"kbi_p_c_live_full_time","Integer","","Recommended","","Does your child live with you full time?/  ¿Su niño(a) vive con usted todo el tiempo?","-1::1","1 = Yes /Sí; 0 = No /No; -1 = Not applicable /No aplica; Thanks for agreeing to do this interview. You will now complete several measures on your own. To begin, here are some background questions. If you don't know the answer to a question, please just respond the best you can. When typing in responses, please do not type any names or any other information that may identify you or your child. Gracias por acceder a esta entrevista.  Ahora va a completar varios cuestionarios por su propria cuenta. Las siguientes preguntas tratan sobre antecedentes generales. Si no estÃ¡ seguro, por favor, dÃ© su mejor respuesta. Cuando escriba alguna respuesta, por favor no escriba ningÃºn nombre o cualquier otra informaciÃ³n que pueda identificarlo(a) a usted o su niÃ±o(a).","ksads_back_c_live_full_time_p"
"kbi_p_c_guard___1","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). (1, Biological Mother/ Madre biológica)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___1"
"kbi_p_c_guard___2","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 2, Biological Father /Padre biológico)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___2"
"kbi_p_c_guard___3","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 3, Stepmother/ Madrastra)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___3"
"kbi_p_c_guard___4","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 4, Stepfather Padrastro)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___4"
"kbi_p_c_guard___5","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 5, Adopted Mother /Madre adoptiva)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___5"
"kbi_p_c_guard___6","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 6, Adopted Father/Padre adoptivo)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___6"
"kbi_p_c_guard___7","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 7, Foster Parent /Padre o madre de crianza temporal)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___7"
"kbi_p_c_guard___8","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 8, Grandmother /Abuela)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___8"
"kbi_p_c_guard___9","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 9, Grandfather/ Abuelo)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___9"
"kbi_p_c_guard___10","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 10, Aunt/ Tía)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___10"
"kbi_p_c_guard___11","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 11, Uncle /Tío)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___11"
"kbi_p_c_guard___12","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( 12, Other /Otra)","0 ; 1","0 = No; 1 = Yes","ksads_back_c_guard_p___12"
"kbi_p_c_guard___13","Integer","","Recommended"," kbi_p_c_live_full_time   == 0","Who else does your child live with at least part of the time?/  ¿Con quién más pasa tiempo su niño(a)? (Lea la lista sin la opción seleccionada arriba). ( -1, Not applicable /No aplica)","0 ; 1","0 = No; 1 = Yes","addaliaskbi_p_c_guard___-1,kbi_p_c_guard___0,kbi_p_c_guard____1,ksads_back_c_guard_p___13"
"kbi_p_conflict","Integer","","Recommended","","In general, how do you and your child get along? En general?/  ¿cómo se llevan usted y su niño(a)?","-1::3","1 = Very well/ Muy bien; 2 = Some conflict /Con algo de conflicto; 3 = A lot of conflict /Con mucho conflicto; -1 = Not Applicable /No aplica","ksads_back_conflict_p"
"kbi_p_conflict_causes___1","Integer","","Recommended"," kbi_p_conflict   == 2 ||  kbi_p_conflict   == 3","Click the things that cause conflict between you and your child/ A continuación, seleccione aquello que causa conflicto entre usted y su niño(a): (1, Chores /Quehaceres)","0 ; 1","0 = No; 1 = Yes","ksads_back_conflict_causes_p___1"
"kbi_p_conflict_causes___2","Integer","","Recommended"," kbi_p_conflict   == 2 ||  kbi_p_conflict   == 3","Click the things that cause conflict between you and your child/ A continuación, seleccione aquello que causa conflicto entre usted y su niño(a): ( 2, Messy Room /Habitación desordenada)","0 ; 1","0 = No; 1 = Yes","ksads_back_conflict_causes_p___2"
"kbi_p_conflict_causes___3","Integer","","Recommended"," kbi_p_conflict   == 2 ||  kbi_p_conflict   == 3","Click the things that cause conflict between you and your child/ A continuación, seleccione aquello que causa conflicto entre usted y su niño(a): ( 3, Breaking Curfew /No respetar la hora límite para regresar a casa)","0 ; 1","0 = No; 1 = Yes","ksads_back_conflict_causes_p___3"
