"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Recommended","The event name for which the data was collected","","",""
"tfmrimr1_1","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI fronto-marginal gyrus and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.frontomargin.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandsfrontomarginlh"
"tfmrimr1_2","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI inferior occipital gyrus and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.occipital.inf.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandsoccipitalinflh"
"tfmrimr1_3","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI paracentral lobule and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.paracentral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandsparacentrallh"
"tfmrimr1_4","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI subcentral gyrus and sulci","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.subcentral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandssubcentrallh"
"tfmrimr1_5","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI transverse frontopolar gyri and sulci","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.transv.frontopol.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandstransvfrontopollh"
"tfmrimr1_6","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior part of the cingulate gyrus and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.cingul.ant.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandscingulantlh"
"tfmrimr1_7","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle-anterior part of the cingulate gyrus and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.cingul.mid.ant.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandscingulmidantlh"
"tfmrimr1_8","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle-posterior part of the cingulate gyrus and sulcus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.and.s.cingul.mid.post.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gandscingulmidpostlh"
"tfmrimr1_9","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI posterior-dorsal part of the cingulate gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.cingul.post.dorsal.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gcingulpostdorsallh"
"tfmrimr1_10","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI posterior-ventral part of the cingulate gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.cingul.post.ventral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gcingulpostventrallh"
"tfmrimr1_11","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI cuneus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.cuneus.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gcuneuslh"
"tfmrimr1_12","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI opercular part of the inferior frontal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.front.inf.opercular.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gfrontinfopercularlh"
"tfmrimr1_13","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI orbital part of the inferior frontal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.front.inf.orbital.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gfrontinforbitallh"
"tfmrimr1_14","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI triangular part of the inferior frontal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.front.inf.triangul.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gfrontinftriangullh"
"tfmrimr1_15","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle frontal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.front.middle.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gfrontmiddlelh"
"tfmrimr1_16","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior frontal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.front.sup.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gfrontsuplh"
"tfmrimr1_17","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI long insular gyrus and central sulcus of the insula","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.ins.lg.and.s.cent.ins.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_ginslgandscentinslh"
"tfmrimr1_18","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI short insular gyri","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.insular.short.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_ginsularshortlh"
"tfmrimr1_19","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI middle occipital gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.occipital.middle.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_goccipitalmiddlelh"
"tfmrimr1_20","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior occipital gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.occipital.sup.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_goccipitalsuplh"
"tfmrimr1_21","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral occipito-temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.oc.temp.lat.fusifor.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_goctemplatfusiforlh"
"tfmrimr1_22","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lingual gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.oc.temp.med.lingual.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_goctempmedlinguallh"
"tfmrimr1_23","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI parahippocampal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.oc.temp.med.parahip.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_goctempmedparahiplh"
"tfmrimr1_24","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI orbital gyri","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.orbital.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gorbitallh"
"tfmrimr1_25","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI angular gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.pariet.inf.angular.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gparietinfangularlh"
"tfmrimr1_26","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI supramarginal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.pariet.inf.supramar.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gparietinfsupramarlh"
"tfmrimr1_27","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI superior parietal lobule","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.parietal.sup.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gparietalsuplh"
"tfmrimr1_28","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI postcentral gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.postcentral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gpostcentrallh"
"tfmrimr1_29","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI precentral gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.precentral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gprecentrallh"
"tfmrimr1_30","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI precuneus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.precuneus.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gprecuneuslh"
"tfmrimr1_31","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI gyrus rectus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.rectus.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_grectuslh"
"tfmrimr1_32","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI subcallosal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.subcallosal.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gsubcallosallh"
"tfmrimr1_33","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI anterior transverse temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.g.t.transv.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsupgttransvlh"
"tfmrimr1_34","Float","","Recommended","Mean beta weight for run 1 MID anticipation of reward versus neutral contrast in left hemisphere cortical Destrieux ROI lateral aspect of the superior temporal gyrus","","","tfmri_mid_run1_antic.reward.vs.neutral_beta_cort.destrieux_g.temp.sup.lateral.lh,tfmri_mid_run1_anticrewardvsneutral_beta_cortdestrieux_gtempsuplaterallh"
