"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"prescan_relaxed_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Relaxed","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_relaxed_2"
"prescan_happy_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Happy","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_happy_2"
"prescan_scared_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Scared","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_scared_2"
"prescan_awake_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Awake","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_awake_2"
"prescan_upset_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Upset","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_upset_2"
"prescan_angry_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Angry","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_angry_2"
"prescan_excited_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Excited","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_excited_2"
"prescan_tired_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Tired","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_tired_2"
"prescan_sleepy_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Sleepy","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_sleepy_2"
"prescan_sad_2","Integer","","Recommended"," pre_scan_need   == '1'","This is a list of words that describe different feelings and emotions. Indicate how much you feel this way now.  1= little to none; and 5=extremely; Sad","1 ; 2 ; 3 ; 4 ; 5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely; pre_scan_need == 1","prescan_state_sad_2"
