"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","The event name for which the data was collected","","",""
"gbi_select_language___1","Integer","","Recommended","Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","pgbi_select_language_p"
"gen_child_behav_1","Integer","","Recommended","Has your child experienced periods of several days or more when, although he/she was feeling unusually happy and intensely energetic (clearly more than your child's usual self), he/she was also physically restless, unable to sit still, and had to keep moving or jumping from one activity to another? ¿Ha tenido su niño(a) períodos de varios días o más en los que, a pesar de sentirse inusualmente feliz y con un nivel intenso de energía (claramente más de lo normal para él/ella), también estaba físicamente inquieto(a), era incapaz de estarse quieto(a) y tenía que seguir moviéndose o brincando de una actividad a otra?","0 ; 1 ; 2 ; 3","0 = Never - Hardly ever Nunca o casi nunca; 1 = Sometimes A veces; 2 = Often Con frecuencia; 3 = Very often - almost constantly Con mucha frecuencia - casi constantemente; Keep the following points in mind: Frequency: you may have noticed a behavior as far back as childhood or early teens, or you may have noticed it more recently. In either case, estimate how frequently the behavior has occurred over the past year. For example: if you noticed a behavior when your child was 5, and you have noticed it over the past year, mark your answer ""often"" or ""very often - almost constantly"". However, if your child has experienced a behavior during only one isolated period in his/her life, but not outside that period, mark your answer ""never - hardly ever"" or ""sometimes"". Duration: many questions require that a behavior occur for an approximate duration of time (for example, ""several days or more""). The duration given is a minimum duration. If your child usually experiences a behavior for shorter durations, mark the question ""never - hardly ever"" or ""sometimes"". Changeability: what matters is not whether your child can get rid of certain behaviors if he/she has them, but whether these behaviors have occurred at all. So even if your child can get rid of these behaviors, you should mark your answer according to how frequently he/she experiences them. Your job, then, is to rate how frequently your child has experienced a behavior, over the past year, for the duration described in the question. Please read each question carefully, and select your answer next to each question.","pgbi_1_p"
"gen_child_behav_2","Integer","","Recommended","Have there been periods of several days or more when your child's friends or other family members told you that your child seemed unusually happy or high - clearly different from his/her usual self or from a typical good mood? ¿Han habido períodos de varios días o más en los que los amigos u otros familiares de su niño(a) le hayan dicho a usted que su niño(a) parecía inusualmente feliz o eufórico- claramente distinto a lo normal para él/ella o a un buen estado de ánimo típico?","0 ; 1 ; 2 ; 3","0 = Never - Hardly ever Nunca o casi nunca; 1 = Sometimes A veces; 2 = Often Con frecuencia; 3 = Very often - almost constantly Con mucha frecuencia - casi constantemente; Keep the following points in mind: Frequency: you may have noticed a behavior as far back as childhood or early teens, or you may have noticed it more recently. In either case, estimate how frequently the behavior has occurred over the past year. For example: if you noticed a behavior when your child was 5, and you have noticed it over the past year, mark your answer ""often"" or ""very often - almost constantly"". However, if your child has experienced a behavior during only one isolated period in his/her life, but not outside that period, mark your answer ""never - hardly ever"" or ""sometimes"". Duration: many questions require that a behavior occur for an approximate duration of time (for example, ""several days or more""). The duration given is a minimum duration. If your child usually experiences a behavior for shorter durations, mark the question ""never - hardly ever"" or ""sometimes"". Changeability: what matters is not whether your child can get rid of certain behaviors if he/she has them, but whether these behaviors have occurred at all. So even if your child can get rid of these behaviors, you should mark your answer according to how frequently he/she experiences them. Your job, then, is to rate how frequently your child has experienced a behavior, over the past year, for the duration described in the question. Please read each question carefully, and select your answer next to each question.","pgbi_2_p"
"gen_child_behav_3","Integer","","Recommended","Has your child's mood or energy shifted rapidly back and forth from happy to sad or high to low? ¿El estado de ánimo o la energía de su niño(a) ha tenido cambios abruptos de felicidad a tristeza o de euforia a decaimiento y vice versa?","0 ; 1 ; 2 ; 3","0 = Never - Hardly ever Nunca o casi nunca; 1 = Sometimes A veces; 2 = Often Con frecuencia; 3 = Very often - almost constantly Con mucha frecuencia - casi constantemente; Keep the following points in mind: Frequency: you may have noticed a behavior as far back as childhood or early teens, or you may have noticed it more recently. In either case, estimate how frequently the behavior has occurred over the past year. For example: if you noticed a behavior when your child was 5, and you have noticed it over the past year, mark your answer ""often"" or ""very often - almost constantly"". However, if your child has experienced a behavior during only one isolated period in his/her life, but not outside that period, mark your answer ""never - hardly ever"" or ""sometimes"". Duration: many questions require that a behavior occur for an approximate duration of time (for example, ""several days or more""). The duration given is a minimum duration. If your child usually experiences a behavior for shorter durations, mark the question ""never - hardly ever"" or ""sometimes"". Changeability: what matters is not whether your child can get rid of certain behaviors if he/she has them, but whether these behaviors have occurred at all. So even if your child can get rid of these behaviors, you should mark your answer according to how frequently he/she experiences them. Your job, then, is to rate how frequently your child has experienced a behavior, over the past year, for the duration described in the question. Please read each question carefully, and select your answer next to each question.","pgbi_3_p"
"gen_child_behav_4","Integer","","Recommended","Has your child had periods of extreme happiness and intense energy that last several days or more when he/she also felt more anxious or tense (jittery, nervous, uptight) than usual (other than relates to the menstrual cycle)? ¿Ha tenido su niño(a)  períodos   (no relacionados con el ciclo menstrual) de varios días o más de felicidad extrema y energía intensa, en los que también se sintió mucho más ansioso(a) o tenso(a) [inquieto(a), nervioso(a)] de lo normal?","0 ; 1 ; 2 ; 3","0 = Never - Hardly ever Nunca o casi nunca; 1 = Sometimes A veces; 2 = Often Con frecuencia; 3 = Very often - almost constantly Con mucha frecuencia - casi constantemente; Keep the following points in mind: Frequency: you may have noticed a behavior as far back as childhood or early teens, or you may have noticed it more recently. In either case, estimate how frequently the behavior has occurred over the past year. For example: if you noticed a behavior when your child was 5, and you have noticed it over the past year, mark your answer ""often"" or ""very often - almost constantly"". However, if your child has experienced a behavior during only one isolated period in his/her life, but not outside that period, mark your answer ""never - hardly ever"" or ""sometimes"". Duration: many questions require that a behavior occur for an approximate duration of time (for example, ""several days or more""). The duration given is a minimum duration. If your child usually experiences a behavior for shorter durations, mark the question ""never - hardly ever"" or ""sometimes"". Changeability: what matters is not whether your child can get rid of certain behaviors if he/she has them, but whether these behaviors have occurred at all. So even if your child can get rid of these behaviors, you should mark your answer according to how frequently he/she experiences them. Your job, then, is to rate how frequently your child has experienced a behavior, over the past year, for the duration described in the question. Please read each question carefully, and select your answer next to each question.","pgbi_4_p"
