"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"su_crpf_avail_1","Integer","","Recommended","tlfb_alc_l == 1 || (tlfb_alc_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_alc_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get some beer, wine, or hard liquor (for example vodka, whiskey, or gin), how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_1"
"su_crpf_avail_2","Integer","","Recommended","tlfb_tob_l == 1 || (tlfb_tob_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_tob_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get some cigarettes, how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_2"
"su_crpf_avail_3","Integer","","Recommended","tlfb_tob_l == 1 || (tlfb_tob_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_tob_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get some electronic nicotine or vaping products, such as e-cigarettes, vape pens, or Juuls,  how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_3"
"su_crpf_avail_4","Integer","","Recommended","(tlfb_mj_l  == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_mj_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_c_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_c_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_synth_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_synth_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_synth_c_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_synth_c_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || event-name == ""3_year_follow_up_y_arm_1""","If you wanted to get some marijuana, how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_4"
"su_crpf_avail_6","Integer","","Recommended","(tlfb_mj_l  == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_mj_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_c_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_c_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_synth_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_synth_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || (tlfb_mj_synth_c_l  == 1 && event-name == ""1_year_follow_up_y_arm_1"") || (tlfb_mj_synth_c_l == 1 && event-name == ""2_year_follow_up_y_arm_1"") || event-name == ""3_year_follow_up_y_arm_1""","Is medical marijuana"" (marijuana prescribed by a doctor) legal in your state? ""","0;1;999","1=Yes; 0=No; 999=Don't know","su_risk_6"
"su_crpf_avail_7","Integer","","Recommended","su_crpf_avail_6 == 1","If you wanted to get medical marijuana from someone with a prescription, how easy would it be?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_7"
"su_crpf_avail_8","Integer","","Recommended","su_crpf_avail_6 == 1","If you wanted to get a prescription for yourself for medical marijuana, how easy would it be?","1 ; 2 ; 3 ; 4; 999","1=Very hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_8"
"su_crpf_avail_9","Integer","","Recommended","su_crpf_avail_6 == 1","How many of your parents, friends, or other family members have a medical marijuana prescription?","0; 1 ; 2 ; 3 ; 4; 999","0=0; 1=1-3; 2=4-6; 3=7-9; 4=10 or more people; 999=Don't know","su_risk_9"
"su_crpf_avail_5","Integer","","Recommended","tlfb_list_yes_no_l == 1 || (tlfb_list_yes_no_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_list_yes_no_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get some drug like cocaine, LSD, or amphetamines, how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_5"
"su_crpf_avail_10","Integer","","Recommended","tlfb_inhalant_l == 1 || (tlfb_inhalant_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_inhalant_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get liquid, sprays, and gases that people sniff or inhale to get high (such as gasoline, glue, and nitrous oxide), how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_10"
"su_crpf_avail_11","Integer","","Recommended","tlfb_rx_misuse_l == 1 || (tlfb_rx_misuse_c_l == 1 && event-name == 1_year_follow_up_y_arm_1"") || (tlfb_rx_misuse_c_l == 1 && event-name ==""2_year_follow_up_y_arm_1"") || (event-name == ""3_year_follow_up_y_arm_1"")""","If you wanted to get prescription pain relievers (such as Vicodin, hydrocodone, or Oxycontin; not over the counter drugs like Tylenol) that were not prescribed to you by a doctor, how easy would it be for you to get some?","1 ; 2 ; 3 ; 4; 999","1=Very Hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 999=Don't know","su_risk_11"
