"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"scrn_hr_school","Integer","","Recommended","","Enjoys school? ¿Disfruta la escuela?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_disobey","Integer","","Recommended","","Is disobedient at school? ¿Es desobediente en la escuela?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_sleep","Integer","","Recommended","","Sleeps well? ¿Duerme bien?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_fear","Integer","","Recommended","","Is too fearful or anxious? ¿Es demasiado miedoso o ansioso?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_liecheat","Integer","","Recommended","","Lies or cheats? ¿Miente o hace trampa?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_music","Integer","","Recommended","","Plays a musical instrument? ¿Toca un instrumento musical?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_dep","Integer","","Recommended","","Is unhappy, sad, or depressed? ¿Está infeliz, triste o deprimido?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_help","Integer","","Recommended","","Likes helping others? ¿Le gusta ayudar a los demás?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_destroy","Integer","","Recommended","","Destroys things belonging to his/her family or others? ¿Destruye cosas que le pertenecen a su familia o a otras personas?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_steal","Integer","","Recommended","","Steals outside the home? ¿Roba fuera de casa?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
"scrn_hr_sport","Integer","","Recommended","","Enjoys playing sports? ¿Disfruta participar en deportes?","2 ; 1 ; 0","2 = very true or often true Muy cierto o frecuentemente cierto; 1 = somewhat or sometimes true algo cierto o a veces cierto; 0 = not true falso // I now have a few questions about (Child's name) behavior. Some of these questions may not apply to your child but it is important that we include a diverse group of children in our study. I'm going to read a list of items that describe children and youth. For each item that describes (Child's name) now or within the past 6 months, please indicate if it is very true or often true of your child, somewhat or sometimes true of your child, or not true of your child. Remember, the questions are about how your child is now or in the past 6 months.",""
