"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Recommended","The event name for which the data was collected","","",""
"ddtidp_982","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI inferior occipital gyrus and sulcus","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.occipital.inf.rh,dmri_dtildgm_cortdestrieux_gandsoccipitalinfrh"
"ddtidp_983","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI paracentral lobule and sulcus","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.paracentral.rh,dmri_dtildgm_cortdestrieux_gandsparacentralrh"
"ddtidp_984","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI subcentral gyrus and sulci","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.subcentral.rh,dmri_dtildgm_cortdestrieux_gandssubcentralrh"
"ddtidp_985","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI transverse frontopolar gyri and sulci","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.transv.frontopol.rh,dmri_dtildgm_cortdestrieux_gandstransvfrontopolrh"
"ddtidp_986","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI anterior part of the cingulate gyrus and sulcus","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.cingul.ant.rh,dmri_dtildgm_cortdestrieux_gandscingulantrh"
"ddtidp_987","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI middle-anterior part of the cingulate gyrus and sulcus","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.cingul.mid.ant.rh,dmri_dtildgm_cortdestrieux_gandscingulmidantrh"
"ddtidp_988","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI middle-posterior part of the cingulate gyrus and sulcus","","","dmri_dti.ld.gm_cort.destrieux_g.and.s.cingul.mid.post.rh,dmri_dtildgm_cortdestrieux_gandscingulmidpostrh"
"ddtidp_989","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI posterior-dorsal part of the cingulate gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.cingul.post.dorsal.rh,dmri_dtildgm_cortdestrieux_gcingulpostdorsalrh"
"ddtidp_990","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI posterior-ventral part of the cingulate gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.cingul.post.ventral.rh,dmri_dtildgm_cortdestrieux_gcingulpostventralrh"
"ddtidp_991","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI cuneus","","","dmri_dti.ld.gm_cort.destrieux_g.cuneus.rh,dmri_dtildgm_cortdestrieux_gcuneusrh"
"ddtidp_992","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI opercular part of the inferior frontal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.front.inf.opercular.rh,dmri_dtildgm_cortdestrieux_gfrontinfopercularrh"
"ddtidp_993","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI orbital part of the inferior frontal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.front.inf.orbital.rh,dmri_dtildgm_cortdestrieux_gfrontinforbitalrh"
"ddtidp_994","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI triangular part of the inferior frontal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.front.inf.triangul.rh,dmri_dtildgm_cortdestrieux_gfrontinftriangulrh"
"ddtidp_995","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI middle frontal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.front.middle.rh,dmri_dtildgm_cortdestrieux_gfrontmiddlerh"
"ddtidp_996","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI superior frontal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.front.sup.rh,dmri_dtildgm_cortdestrieux_gfrontsuprh"
"ddtidp_997","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI long insular gyrus and central sulcus of the insula","","","dmri_dti.ld.gm_cort.destrieux_g.ins.lg.and.s.cent.ins.rh,dmri_dtildgm_cortdestrieux_ginslgandscentinsrh"
"ddtidp_998","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI short insular gyri","","","dmri_dti.ld.gm_cort.destrieux_g.insular.short.rh,dmri_dtildgm_cortdestrieux_ginsularshortrh"
"ddtidp_999","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI middle occipital gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.occipital.middle.rh,dmri_dtildgm_cortdestrieux_goccipitalmiddlerh"
"ddtidp_1000","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI superior occipital gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.occipital.sup.rh,dmri_dtildgm_cortdestrieux_goccipitalsuprh"
"ddtidp_1001","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI lateral occipito-temporal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.oc.temp.lat.fusifor.rh,dmri_dtildgm_cortdestrieux_goctemplatfusiforrh"
"ddtidp_1002","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI lingual gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.oc.temp.med.lingual.rh,dmri_dtildgm_cortdestrieux_goctempmedlingualrh"
"ddtidp_1003","Float","","Recommended","Average longitudinal diffusivity within parcellation of cortical gray matter associated with right hemisphere cortical Destrieux ROI parahippocampal gyrus","","","dmri_dti.ld.gm_cort.destrieux_g.oc.temp.med.parahip.rh,dmri_dtildgm_cortdestrieux_goctempmedparahiprh"
