"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","The event name for which the data was collected","","",""
"prosoc_p_select_language___1","Integer","","Recommended","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","prosocial_select_language_p"
"prosocial_q1_p","Integer","","Recommended","My child is… Considerate of other people's feelings. /Tiene consideración por los sentimientos de los demás.","0::2","0 = Not True/ Falso; 1 = Somewhat True /Algo cierto; 2 = Certainly True /Totalmente cierto//For each item, please mark the box for Not True, Somewhat True, or Certainly True. It would help us if you answered all items as best you can even if you are not absolutely certain. Please give your answers on the basis of  the child's behavior over the last six months or this school year",""
"prosocial_q2_p","Integer","","Recommended","My child is… Helpful if someone is hurt, upset, or feeling ill. /Ayuda cuando alguien se lastima, se molesta o se siente enfermo.","0::2","0 = Not True/ Falso; 1 = Somewhat True /Algo cierto; 2 = Certainly True /Totalmente cierto//For each item, please mark the box for Not True, Somewhat True, or Certainly True. It would help us if you answered all items as best you can even if you are not absolutely certain. Please give your answers on the basis of  the child's behavior over the last six months or this school year",""
"prosocial_q3_p","Integer","","Recommended","My child is… Often offers to help others (parents, teachers, other children). /Con frecuencia se ofrece para ayudar a los demás (padres, maestros, otros niños).","0::2","0 = Not True/ Falso; 1 = Somewhat True /Algo cierto; 2 = Certainly True /Totalmente cierto//For each item, please mark the box for Not True, Somewhat True, or Certainly True. It would help us if you answered all items as best you can even if you are not absolutely certain. Please give your answers on the basis of  the child's behavior over the last six months or this school year",""
