"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"parent_rules_q1","Integer","","Recommended","","Which statement best describes the rules for your child's drinking in your house? / ¿Cuál de las siguientes afirmaciones describe mejor las reglas que debe seguir su niño(a) con respecto al consumo de alcohol en su casa?","1::6","1 = My child is not allowed to drink under any circumstances  / Mi niño(a) no tiene permitido beber bajo ninguna circunstancia; 2 = My child is allowed to drink at home but only on special occasions and under parent supervision / Mi niño(a) tiene permitido beber en casa; 3 = My child can have a drink when he/she asks for one  /Mi niño(a) puede tomar una copa cuando pide una; 4 = My child can drink at home whenever he/she wants to / Mi niño(a) puede beber en casa cuando lo desee; 5 = I don't set rules about my child's drinking / No le pongo reglas a mi niño(a) con respecto al consumo de alcohol; 6 = I haven't made rules yet about my child drinking   /Todavía no le he puesto reglas a mi niño(a) con respecto al consumo de alcohol","prq_q1_p"
"parent_rules_q1a","Integer","","Recommended"," parent_rules_q1   == 1 ||  parent_rules_q1   == 2 ||  parent_rules_q1   == 3 ||  parent_rules_q1   == 4","Are these the same rules for all family members? /Estas reglas son las mismas para todos los miembros de la familia?","1::3","1 = No, applies only to children, not teen or adults; 2 = No, applies only to children and teen, not adults; 3 = Yes","prq_q1a_p"
"parent_rules_q2","Integer","","Recommended"," parent_rules_q1   == 1 ||  parent_rules_q1   == 2 ||  parent_rules_q1   == 3 ||  parent_rules_q1   == 4","Do you have penalties for violating family rules about drinking?? / ¿Tiene sanciones establecidas por no respetar las reglas familiares con respecto al consumo de alcohol?","1 ; 0","1 = Yes /Sí; 0 = No","prq_q2_p"
"parent_rules_q3","Integer","","Recommended"," parent_rules_q2   == 1 ","Are these rules enforced? / ¿Se  hacen cumplir estas reglas?","0 ; 1 ; 4","0 = No; 1 = Yes /Sí; 4 = I have not had to enforce these rules /No he tenido que hacer cumplir estas reglas","prq_q3_p"
"parent_rules_q4","Integer","","Recommended","","What are the family rules about smoking cigarettes for your son/daughter? / ¿Cuáles son las reglas familiares que debe seguir su niño(a) con respecto a fumar cigarrillos?","1::6","1 = Not allowed to smoke under any circumstances /No tiene permitido fumar bajo ninguna circunstancia; 2 = Not allowed to smoke in home - no family rules outside home /No tiene permitido fumar en casa; no hay reglas familiares con respecto a fumar fuera de la casa; 3 = Allowed to smoke in designated areas at home Tiene permitido fumar en /áreas designadas de la casa; 4 = Allowed to smoke anywhere /Tiene permitido fumar donde sea; 5 = I don't set rules about smoking cigarettes /No le pongo reglas con respecto a fumar cigarrillos; 6 = I haven't made rules yet about my child smoking cigarettes /Todavía no le he puesto reglas a mi niño(a) con respecto a fumar cigarrillos","prq_q4_p"
"parent_rules_q5","Integer","","Recommended"," parent_rules_q4   == 1 ||  parent_rules_q4   == 2 ||  parent_rules_q4   == 3 ||  parent_rules_q4   == 4","Are these the same rules for all family members? /Estas reglas son las mismas para todos los miembros de la familia?","1::3","1 = No, applies only to children, not teen or adults; 2 = No, applies only to children and teen, not adults; 3 = Yes","prq_q5_p"
"parent_rules_q6","Integer","","Recommended"," parent_rules_q4   == 1 ||  parent_rules_q4   == 2 ||  parent_rules_q4   == 3 ||  parent_rules_q4   == 4","Do you enforce penalties for violating family rules about smoking? /¿Aplica sanciones por no respetar las reglas familiares con respecto a fumar cigarrillos?","0::4","0 = Never /Nunca; 1 = Rarely/ Rara vez; 2 = Sometimes /A veces; 3 = Often/ Con frecuencia; 4 = I have not had to enforce these rules /No he tenido que hacer que cumplan estas reglas","prq_q6_p"
"parent_rules_q7","Integer","","Recommended","","What are the family rules about using marijuana for your son/daughter? /¿Cuáles son las reglas familiares que debe seguir su niño(a) con respecto al consumo de marihuana?","1::6","1 = Not allowed to use marijuana under any circumstances /No tiene permitido consumir marihuana bajo ninguna circunstancia; 2 = Not allowed to use marijuana in home - no family rules outside home /No tiene permitido consumir marihuana en casa; no hay reglas familiares con respecto al consumo de marihuana fuera de la casa; 3 = Allowed to use marijuana in home with permission /Tiene permitido consumir marihuana en casa; 4 = Allowed to use marijuana in home whenever he/she wants /Tiene permitido consumir marihuana en casa cuando lo desee; 5 = I don't set rules about marijuana use /No pongo reglas con respecto al consumo de marihuana; 6 = I haven't made rules yet about my child's marijuana use T/odavía no le he puesto reglas a mi niño(a) con respecto al consumo de marihuana","prq_q7_p"
"parent_rules_q8","Integer","","Recommended"," parent_rules_q7   == 1 ||  parent_rules_q7   == 2 ||  parent_rules_q7   == 3 ||  parent_rules_q7   == 4","Are these the same rules for all family members? / ¿Estas reglas son las mismas para todos los miembros de la familia?","1::3","1 = No, applies only to children, not teen or adults; 2 = No, applies only to children and teen, not adults; 3 = Yes","prq_q8_p"
"parent_rules_q9","Integer","","Recommended"," parent_rules_q7   == 1 ||  parent_rules_q7   == 2 ||  parent_rules_q7   == 3 ||  parent_rules_q7   == 4","Do you enforce penalties for violating family rules about using marijuana? /¿Aplica sanciones por no respetar las reglas familiares sobre el consumo de marihuana?","1::5","0 = Never /Nunca; 1 = Rarely/ Rara vez; 2 = Sometimes /A veces; 3 = Often/ Con frecuencia; 4 = I have not had to enforce these rules /No he tenido que hacer que cumplan estas reglas","prq_q9_p"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"pr_select_language___1","String","30","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","prq_select_language_p"
