"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eventname","String","60","Required","The event name for which the data was collected","","",""
"dmri_rsirnt_fib_fxrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right fornix","","","dmri_rsirnt_fiberat_fxrh"
"dmri_rsirnt_fib_fxlh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left fornix","","","dmri_rsirnt_fiberat_fxlh"
"dmri_rsirnt_fib_cgcrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right cingulate cingulum","","","dmri_rsirnt_fiberat_cgcrh"
"dmri_rsirnt_fib_cgclh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left cingulate cingulum","","","dmri_rsirnt_fiberat_cgclh"
"dmri_rsirnt_fib_cghrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right parahpcm cingulum","","","dmri_rsirnt_fiberat_cghrh"
"dmri_rsirnt_fib_cghlh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left parahpcm cingulum","","","dmri_rsirnt_fiberat_cghlh"
"dmri_rsirnt_fib_cstrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right corticospinal/pyramidal","","","dmri_rsirnt_fiberat_cstrh"
"dmri_rsirnt_fib_cstlh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left corticospinal/pyramidal","","","dmri_rsirnt_fiberat_cstlh"
"dmri_rsirnt_fib_atrrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right anterior thalamic radiations","","","dmri_rsirnt_fiberat_atrrh"
"dmri_rsirnt_fib_atrlh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left right anterior thalamic radiations","","","dmri_rsirnt_fiberat_atrlh"
"dmri_rsirnt_fib_uncrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right uncinate fasciculus","","","dmri_rsirnt_fiberat_uncrh"
"dmri_rsirnt_fib_unclh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left uncinate","","","dmri_rsirnt_fiberat_unclh"
"dmri_rsirnt_fib_ilfrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right inferior longitudinal fasciculus","","","dmri_rsirnt_fiberat_ilfrh"
"dmri_rsirnt_fib_ilflh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left inferior longitudinal fasciculus","","","dmri_rsirnt_fiberat_ilflh"
"dmri_rsirnt_fib_iforh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right inferior fronto-occipital fasciculus","","","dmri_rsirnt_fiberat_iforh"
"dmri_rsirnt_fib_ifolh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left inferior fronto-occipital fasciculus","","","dmri_rsirnt_fiberat_ifolh"
"dmri_rsirnt_fib_fmaj","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation forceps major","","","dmri_rsirnt_fiberat_fmaj"
"dmri_rsirnt_fib_fmin","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation forceps minor","","","dmri_rsirnt_fiberat_fmin"
"dmri_rsirnt_fib_cc","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation corpus callosum","","","dmri_rsirnt_fiberat_cc"
"dmri_rsirnt_fib_slfrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right superior longitudinal fasciculus","","","dmri_rsirnt_fiberat_slfrh"
"dmri_rsirnt_fib_slflh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left superior longitudinal fasciculus","","","dmri_rsirnt_fiberat_slflh"
"dmri_rsirnt_fib_tslfrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right temporal superior longitudinal fasiculus","","","dmri_rsirnt_fiberat_tslfrh"
"dmri_rsirnt_fib_tslflh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left temporal superior longitudinal fasiculus","","","dmri_rsirnt_fiberat_tslflh"
"dmri_rsirnt_fib_pslfrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right parietal superior longitudinal fasiculus","","","dmri_rsirnt_fiberat_pslfrh"
"dmri_rsirnt_fib_pslflh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left parietal superior longitudinal fasiculus","","","dmri_rsirnt_fiberat_pslflh"
"dmri_rsirnt_fib_scsrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate","","","dmri_rsirnt_fiberat_scsrh"
"dmri_rsirnt_fib_scslh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate","","","dmri_rsirnt_fiberat_scslh"
"dmri_rsirnt_fib_fscsrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate-frontal cortex only","","","dmri_rsirnt_fiberat_fscsrh"
"dmri_rsirnt_fib_fscslh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate-frontal cortex only","","","dmri_rsirnt_fiberat_fscslh"
"dmri_rsirnt_fib_pscsrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate-parietal cortex only","","","dmri_rsirnt_fiberat_pscsrh"
"dmri_rsirnt_fib_pscslh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate-parietal cortex only","","","dmri_rsirnt_fiberat_pscslh"
"dmri_rsirnt_fib_sifcrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right striatal inferior frontal cortex","","","dmri_rsirnt_fiberat_sifcrh"
"dmri_rsirnt_fib_sifclh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left striatal inferior frontal cortex","","","dmri_rsirnt_fiberat_sifclh"
"dmri_rsirnt_fib_ifsfcrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right inferior frontal superior frontal cortex","","","dmri_rsirnt_fiberat_ifsfcrh"
"dmri_rsirnt_fib_ifsfclh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation left inferior frontal superior frontal cortex","","","dmri_rsirnt_fiberat_ifsfclh"
"dmri_rsirnt_fib_fxcutrh","Float","","Recommended","restricted normalized total diffusion AtlasTrack fiber segmentation right fornix, excluding fimbria","","","dmri_rsirnt_fiberat_fxcutrh"
