"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"pain_last_month","Integer","","Recommended","","Over the past month, have you had any aches or pains in your body?","1;0;777","1=Yes;  0=No;  777=Refused to answer","capq_last_month"
"painscale","Integer","","Recommended","pain_last_month == 1","Over the past month, how much did it hurt on AVERAGE (0 = not at all, 10 = the worst)?","0::10","0=0;  1=1;  2=2;  3=3;  4=4;  5=5;  6=6;  7=7;  8=8;  9=9;  10=10","capq_scale"
"pain_scale_worst","Integer","","Recommended","pain_last_month == 1","Over the past month, how much did it hurt when it was the WORST 0 = not at all, 10 = the worst)?","0::10","0=0;  1=1;  2=2;  3=3;  4=4;  5=5;  6=6;  7=7;  8=8;  9=9;  10=10","capq_scale_worst"
"pain_how_long","Integer","","Recommended","pain_last_month == 1","How long do your aches or pains usually last?","1::4","1=Less than 1 hour;  2=A few hours;  3=Half of the day;  4=All day","capq_how_long"
"pain_limit","Integer","","Recommended","pain_last_month == 1","Over the past month, how much did the pain stop you from doing your normal activities (0 = not at all, 10 = stop me from doing anything)?","0::10","0=0;  1=1;  2=2;  3=3;  4=4;  5=5;  6=6;  7=7;  8=8;  9=9;  10=10","capq_limit"
"pain_bodymap_male___f99","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Mouth","1;0","1=Yes; 0=No","capq_bodymap_male___f99"
"pain_bodymap_male___f01","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Cranium (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f01"
"pain_bodymap_male___f02","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Cranium (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f02"
"pain_bodymap_male___f03","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Face (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f03"
"pain_bodymap_male___f04","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Face (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f04"
"pain_bodymap_male___f05","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Neck (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f05"
"pain_bodymap_male___f06","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Neck (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f06"
"pain_bodymap_male___f07","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Shoulder (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f07"
"pain_bodymap_male___f08","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Chest (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f08"
"pain_bodymap_male___f09","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Chest (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f09"
"pain_bodymap_male___f10","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Shoulder (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f10"
"pain_bodymap_male___f11","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Bicep (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f11"
"pain_bodymap_male___f12","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Bicep (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f12"
"pain_bodymap_male___f13","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Elbow (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f13"
"pain_bodymap_male___f14","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Elbow (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f14"
"pain_bodymap_male___f15","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Forearm (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f15"
"pain_bodymap_male___f16","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Abdomen (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f16"
"pain_bodymap_male___f17","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Abdomen (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f17"
"pain_bodymap_male___f18","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Forearm (front-left)","1;0","1=Yes; 0=No","capq_bodymap_male___f18"
"pain_bodymap_male___f19","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Wrist (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f19"
"pain_bodymap_male___f20","Integer","","Recommended","pain_last_month == 1 && (baseline_year_1_arm_1demo_sex_v2b == 1 || baseline_year_1_arm_1demo_sex_v2b == 3)","Hip (front-right)","1;0","1=Yes; 0=No","capq_bodymap_male___f20"
