"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"sai_p_select_language___1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","sports_activity_select_language_p"
"sai_p_activities___0","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. (0, Ballet, Dance)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___0"
"sai_p_activities___1","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 1,Baseball, Softballl)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___1"
"sai_p_activities___2","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 2, Basketball Básquetbol)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___2"
"sai_p_activities___3","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 3, Climbing Alpinismo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___3"
"sai_p_activities___4","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 4, Field Hockey Hockey sobre césped)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___4"
"sai_p_activities___5","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 5, Football Fútbol americano)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___5"
"sai_p_activities___6","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 6, Gymnastics Gimnasia)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___6"
"sai_p_activities___7","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 7, Ice Hockey Hockey sobre hielo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___7"
"sai_p_activities___8","Integer","","Recommended","","(r) Please indicate whether your child has EVER participated in any of the following sports and activities continuously for 4 months or more (e.g., for a season in sports, or at least four months of lessons, group participation, etc). We will then ask you some follow-up questions about EACH of the sports or activities in which your child has participated. Indique si su niño(a) ha participado ALGUNA VEZ en cualquiera de los siguientes deportes o actividades continuamente por 4 meses o más (por ejemplo, por una temporada de deporte, o al menos 4 meses de lecciones, participación grupal, etc.). Luego le haremos algunas preguntas de seguimiento acerca de CADA UNO de los deportes o actividades en los cuales su niño(a) ha participado. ( 8,Horseback Riding, Polo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p___8"
