"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eventname","String","60","Required","The event name for which the data was collected","","",""
"dmri_rsihnt_fib_fxrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right fornix","","","dmri_rsihnt_fiberat_fxrh"
"dmri_rsihnt_fib_fxlh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left fornix","","","dmri_rsihnt_fiberat_fxlh"
"dmri_rsihnt_fib_cgcrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right cingulate cingulum","","","dmri_rsihnt_fiberat_cgcrh"
"dmri_rsihnt_fib_cgclh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left cingulate cingulum","","","dmri_rsihnt_fiberat_cgclh"
"dmri_rsihnt_fib_cghrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right parahpcm cingulum","","","dmri_rsihnt_fiberat_cghrh"
"dmri_rsihnt_fib_cghlh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left parahpcm cingulum","","","dmri_rsihnt_fiberat_cghlh"
"dmri_rsihnt_fib_cstrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right corticospinal/pyramidal","","","dmri_rsihnt_fiberat_cstrh"
"dmri_rsihnt_fib_cstlh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left corticospinal/pyramidal","","","dmri_rsihnt_fiberat_cstlh"
"dmri_rsihnt_fib_atrrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right anterior thalamic radiations","","","dmri_rsihnt_fiberat_atrrh"
"dmri_rsihnt_fib_atrlh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left right anterior thalamic radiations","","","dmri_rsihnt_fiberat_atrlh"
"dmri_rsihnt_fib_uncrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right uncinate fasciculus","","","dmri_rsihnt_fiberat_uncrh"
"dmri_rsihnt_fib_unclh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left uncinate","","","dmri_rsihnt_fiberat_unclh"
"dmri_rsihnt_fib_ilfrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right inferior longitudinal fasciculus","","","dmri_rsihnt_fiberat_ilfrh"
"dmri_rsihnt_fib_ilflh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left inferior longitudinal fasciculus","","","dmri_rsihnt_fiberat_ilflh"
"dmri_rsihnt_fib_iforh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right inferior fronto-occipital fasciculus","","","dmri_rsihnt_fiberat_iforh"
"dmri_rsihnt_fib_ifolh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left inferior fronto-occipital fasciculus","","","dmri_rsihnt_fiberat_ifolh"
"dmri_rsihnt_fib_fmaj","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation forceps major","","","dmri_rsihnt_fiberat_fmaj"
"dmri_rsihnt_fib_fmin","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation forceps minor","","","dmri_rsihnt_fiberat_fmin"
"dmri_rsihnt_fib_cc","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation corpus callosum","","","dmri_rsihnt_fiberat_cc"
"dmri_rsihnt_fib_slfrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right superior longitudinal fasciculus","","","dmri_rsihnt_fiberat_slfrh"
"dmri_rsihnt_fib_slflh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left superior longitudinal fasciculus","","","dmri_rsihnt_fiberat_slflh"
"dmri_rsihnt_fib_tslfrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right temporal superior longitudinal fasiculus","","","dmri_rsihnt_fiberat_tslfrh"
"dmri_rsihnt_fib_tslflh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left temporal superior longitudinal fasiculus","","","dmri_rsihnt_fiberat_tslflh"
"dmri_rsihnt_fib_pslfrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right parietal superior longitudinal fasiculus","","","dmri_rsihnt_fiberat_pslfrh"
"dmri_rsihnt_fib_pslflh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left parietal superior longitudinal fasiculus","","","dmri_rsihnt_fiberat_pslflh"
"dmri_rsihnt_fib_scsrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate","","","dmri_rsihnt_fiberat_scsrh"
"dmri_rsihnt_fib_scslh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate","","","dmri_rsihnt_fiberat_scslh"
"dmri_rsihnt_fib_fscsrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate-frontal cortex only","","","dmri_rsihnt_fiberat_fscsrh"
"dmri_rsihnt_fib_fscslh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate-frontal cortex only","","","dmri_rsihnt_fiberat_fscslh"
"dmri_rsihnt_fib_pscsrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right superior corticostriate-parietal cortex only","","","dmri_rsihnt_fiberat_pscsrh"
"dmri_rsihnt_fib_pscslh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left superior corticostriate-parietal cortex only","","","dmri_rsihnt_fiberat_pscslh"
"dmri_rsihnt_fib_sifcrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right striatal inferior frontal cortex","","","dmri_rsihnt_fiberat_sifcrh"
"dmri_rsihnt_fib_sifclh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left striatal inferior frontal cortex","","","dmri_rsihnt_fiberat_sifclh"
"dmri_rsihnt_fib_ifsfcrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right inferior frontal superior frontal cortex","","","dmri_rsihnt_fiberat_ifsfcrh"
"dmri_rsihnt_fib_ifsfclh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation left inferior frontal superior frontal cortex","","","dmri_rsihnt_fiberat_ifsfclh"
"dmri_rsihnt_fib_fxcutrh","Float","","Recommended","hindered normalized total diffusion AtlasTrack fiber segmentation right fornix, excluding fimbria","","","dmri_rsihnt_fiberat_fxcutrh"
