"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported",""
"eventname","String","60","Required","The event name for which the data was collected","","",""
"dmri_rsihni_fib_fxrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right fornix","","","dmri_rsihni_fiberat_fxrh"
"dmri_rsihni_fib_fxlh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left fornix","","","dmri_rsihni_fiberat_fxlh"
"dmri_rsihni_fib_cgcrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right cingulate cingulum","","","dmri_rsihni_fiberat_cgcrh"
"dmri_rsihni_fib_cgclh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left cingulate cingulum","","","dmri_rsihni_fiberat_cgclh"
"dmri_rsihni_fib_cghrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right parahpcm cingulum","","","dmri_rsihni_fiberat_cghrh"
"dmri_rsihni_fib_cghlh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left parahpcm cingulum","","","dmri_rsihni_fiberat_cghlh"
"dmri_rsihni_fib_cstrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right corticospinal/pyramidal","","","dmri_rsihni_fiberat_cstrh"
"dmri_rsihni_fib_cstlh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left corticospinal/pyramidal","","","dmri_rsihni_fiberat_cstlh"
"dmri_rsihni_fib_atrrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right anterior thalamic radiations","","","dmri_rsihni_fiberat_atrrh"
"dmri_rsihni_fib_atrlh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left right anterior thalamic radiations","","","dmri_rsihni_fiberat_atrlh"
"dmri_rsihni_fib_uncrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right uncinate fasciculus","","","dmri_rsihni_fiberat_uncrh"
"dmri_rsihni_fib_unclh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left uncinate","","","dmri_rsihni_fiberat_unclh"
"dmri_rsihni_fib_ilfrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right inferior longitudinal fasciculus","","","dmri_rsihni_fiberat_ilfrh"
"dmri_rsihni_fib_ilflh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left inferior longitudinal fasciculus","","","dmri_rsihni_fiberat_ilflh"
"dmri_rsihni_fib_iforh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right inferior fronto-occipital fasciculus","","","dmri_rsihni_fiberat_iforh"
"dmri_rsihni_fib_ifolh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left inferior fronto-occipital fasciculus","","","dmri_rsihni_fiberat_ifolh"
"dmri_rsihni_fib_fmaj","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation forceps major","","","dmri_rsihni_fiberat_fmaj"
"dmri_rsihni_fib_fmin","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation forceps minor","","","dmri_rsihni_fiberat_fmin"
"dmri_rsihni_fib_cc","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation corpus callosum","","","dmri_rsihni_fiberat_cc"
"dmri_rsihni_fib_slfrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right superior longitudinal fasciculus","","","dmri_rsihni_fiberat_slfrh"
"dmri_rsihni_fib_slflh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left superior longitudinal fasciculus","","","dmri_rsihni_fiberat_slflh"
"dmri_rsihni_fib_tslfrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right temporal superior longitudinal fasiculus","","","dmri_rsihni_fiberat_tslfrh"
"dmri_rsihni_fib_tslflh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left temporal superior longitudinal fasiculus","","","dmri_rsihni_fiberat_tslflh"
"dmri_rsihni_fib_pslfrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right parietal superior longitudinal fasiculus","","","dmri_rsihni_fiberat_pslfrh"
"dmri_rsihni_fib_pslflh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left parietal superior longitudinal fasiculus","","","dmri_rsihni_fiberat_pslflh"
"dmri_rsihni_fib_scsrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate","","","dmri_rsihni_fiberat_scsrh"
"dmri_rsihni_fib_scslh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate","","","dmri_rsihni_fiberat_scslh"
"dmri_rsihni_fib_fscsrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate-frontal cortex only","","","dmri_rsihni_fiberat_fscsrh"
"dmri_rsihni_fib_fscslh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate-frontal cortex only","","","dmri_rsihni_fiberat_fscslh"
"dmri_rsihni_fib_pscsrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right superior corticostriate-parietal cortex only","","","dmri_rsihni_fiberat_pscsrh"
"dmri_rsihni_fib_pscslh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left superior corticostriate-parietal cortex only","","","dmri_rsihni_fiberat_pscslh"
"dmri_rsihni_fib_sifcrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right striatal inferior frontal cortex","","","dmri_rsihni_fiberat_sifcrh"
"dmri_rsihni_fib_sifclh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left striatal inferior frontal cortex","","","dmri_rsihni_fiberat_sifclh"
"dmri_rsihni_fib_ifsfcrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right inferior frontal superior frontal cortex","","","dmri_rsihni_fiberat_ifsfcrh"
"dmri_rsihni_fib_ifsfclh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation left inferior frontal superior frontal cortex","","","dmri_rsihni_fiberat_ifsfclh"
"dmri_rsihni_fib_fxcutrh","Float","","Recommended","hindered normalized isotropic diffusion AtlasTrack fiber segmentation right fornix, excluding fimbria","","","dmri_rsihni_fiberat_fxcutrh"
