"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Recommended","","The event name for which the data was collected","","",""
"fitf_s1_q1_p","Integer","","Recommended","","In your opinion, compared to other boys/girls your son/daughter's age, how much physical activity does your child engage in?","1 ; 2 ; 3 ; 4 ; 5","1 = Much less; 2 = A little less; 3 = About the same; 4 = A little more; 5 = Much more","fitbit_follow_up_s1_q1_p,fitbit_pilot_post_s1_q1_p"
"fitf_s2_q1_p","Integer","","Recommended","","In your opinion, compared to other boys/girls your son/daughter's age, how many sedentary behaviors does your child engage in?","1 ; 2 ; 3 ; 4 ; 5","1 = Much less; 2 = A little less; 3 = About the same; 4 = A little more; 5 = Much more","fitbit_follow_up_s2_q1_p,fitbit_pilot_post_s2_q1_p"
"fitf_s3_q1_p","Integer","","Recommended","","In your opinion, compared to other boys/girls your son/daughter's age, how much sleep does your child get?","1 ; 2 ; 3 ; 4 ; 5","1 = Much less; 2 = A little less; 3 = About the same; 4 = A little more; 5 = Much more","fitbit_follow_up_s3_q1_p,fitbit_pilot_post_s3_q1_p"
"fitf_s4_q2a_1_p","Integer","","Recommended"," fitf_s4_q2a_p   == '1'","Did you encourage your child to change his/her activity or sleep based on the information?","0 ; 1","1 = Yes; 0 = No","fitbit_follow_up_s4_q2a_1_p,fitbit_pilot_post_s4_q2a_1_p"
"fitf_s4_q2b_p","Integer","","Recommended","","Did your child use the app and/or website to see his/her Fitbit activity?","0 ; 1","1 = Yes; 0 = No","fitbit_follow_up_s4_q2b_p,fitbit_pilot_post_s4_q2b_1_p"
"fitf_s4_q2b_1_p","Integer","","Recommended"," fitf_s4_q2b_p   == '1'","Did he/she change his/her activity or sleep based on the information?","0 ; 1","1 = Yes; 0 = No","fitbit_follow_up_s4_q2b_1_p,fitbit_pilot_post_s4_q2b_p"
"fitf_s5_q2a_p","String","30","Recommended","","What time was your child's 1st food/drink?","","","fitbit_follow_up_s5_q2a_p,fitbit_pilot_post_s5_q2a_p"
"fitf_s5_q2ai_p","Integer","","Recommended","","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q2ai_p,fitbit_pilot_post_s5_q2ai_p"
"fitf_s5_q2b_p","String","30","Recommended","","When was your child's last food/drink?","","","fitbit_follow_up_s5_q2b_p,fitbit_pilot_post_s5_q2b_p"
"fitf_s5_q2bi_p","Integer","","Recommended","","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q2bi_p,fitbit_pilot_post_s5_q2bi_p"
"fitf_s5_q3a_p","String","30","Recommended","","What time was your child's 1st food/drink?","","","fitbit_follow_up_s5_q3a_p,fitbit_pilot_post_s5_q3a_p"
"fitf_s5_q3ai_p","Integer","","Recommended","","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q3ai_p,fitbit_pilot_post_s5_q3ai_p"
"fitf_s5_q3b_p","String","30","Recommended","","What time was your child's last food/drink?","","","fitbit_follow_up_s5_q3b_p,fitbit_pilot_post_s5_q3b_p"
"fitf_s5_q3bi_p","Integer","","Recommended","","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q3bi_p,fitbit_pilot_post_s5_q3bi_p"
"fitf_s5_q4_p","Integer","","Recommended","","Were any of the prior 2 days a Saturday or Sunday?","0 ; 1","1 = Yes; 0 = No","fitbit_follow_up_s5_q4_p,fitbit_pilot_post_s5_q4_p"
"fitf_s5_q4a_p","String","30","Recommended"," fitf_s5_q4_p   == '0'","What time was your child's 1st food/drink?","","","fitbit_follow_up_s5_q4a_p,fitbit_pilot_post_s5_q4a_p"
"fitf_s5_q4ai_p","Integer","","Recommended"," fitf_s5_q4_p   == '0'","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q4ai_p,fitbit_pilot_post_s5_q4ai_p"
"fitf_s5_q4b_p","String","30","Recommended"," fitf_s5_q4_p   == '0'","What time was your child's last food/drink?","","","fitbit_follow_up_s5_q4b_p,fitbit_pilot_post_s5_q4b_p"
"fitf_s5_q4bi_p","Integer","","Recommended"," fitf_s5_q4_p   == '0'","Is this normal?","1 ; 0 ; 999","1 = Yes; 0 = No; 999 = Don't Know","fitbit_follow_up_s5_q4bi_p,fitbit_pilot_post_s5_q4bi_p"
"fitf_s5_q5a_p","Integer","","Recommended","","On weekdays","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7","1 = 5-6 am; 2 = 6-7 am; 3 = 7-8 am; 4 = 8-9 am; 5 = 9-10 am; 6 = 10-11 am; 7 = 11am-12pm","fitbit_follow_up_s5_q5a_p,fitbit_pilot_post_s5_q5a_p"
"fitf_s5_q5b_p","Integer","","Recommended","","On weekends","1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7","1 = 5-6 am; 2 = 6-7 am; 3 = 7-8 am; 4 = 8-9 am; 5 = 9-10 am; 6 = 10-11 am; 7 = 11am-12pm","fitbit_follow_up_s5_q5b_p,fitbit_pilot_post_s5_q5b_p"
"fitf_s5_q6_p","Integer","","Recommended","","Does your child eat or drink after dinner?","1 ; 2 ; 3","1 = They usually have something after dinner.; 2 = They sometimes have something after dinner.; 3 = They almost never have anything after dinner.","fitbit_follow_up_s5_q6_p,fitbit_pilot_post_s5_q6_p"
