"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"visit","String","60","Recommended","","Visit name","","","eventname"
"fam_history_7_yes_no","Integer","","Recommended"," famhx_1   == 1","7. Has ANY blood relative of your child ever had a period of time when others were concerned  because they suddenly became more active day and night and seemed not to need any sleep and talked much more than usual for them? ¿ALGÚN pariente consanguíneo de su niño(a) ha pasado alguna vez por un período en el que otras personas se preocuparan por él o ella porque repentinamente se volvió  más activo(a) de día y de noche, parecía no necesitar dormir y hablaba mucho más de lo normal para él o ella?","1 ; 0 ; 999 ; 7","1 = Yes Sí; 0 = No No; 999 = Don't know No lo sé; 7 = Refuse to answer Niego contestar /  famhx_1   == 1","famhx_7_yes_no_p"
"fam_history_q7a_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","biological father Padre biológico","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7a_mania_p"
"fam_history_q7b_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","paternal grandfather Abuelo paterno","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7b_mania_p"
"fam_history_q7c_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","paternal grandmother Abuela paterna","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7c_mania_p"
"fam_history_q7d_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","biological mother Madre biológica","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7d_mania_p"
"fam_history_q7e_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","maternal grandfather Abuelo materno","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7e_mania_p"
"fam_history_q7f_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1","maternal grandmother Abuela materna","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1","famhx_q7f_mania_p"
"q7g_pat_uncle1_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 0 &&  famhx_2a_p  != 999","paternal uncle Tío paterno  (1)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 0 ","famhx_q7g_pat_uncle1_mania_p"
"q7g_pat_uncle2_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 1 &&  famhx_2a_p  != 999","paternal uncle Tío paterno  (2)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 1 ","famhx_q7g_pat_uncle2_mania_p"
"q7g_pat_uncle3_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 2 &&  famhx_2a_p  != 999","paternal uncle Tío paterno  (3)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 2 ","famhx_q7g_pat_uncle3_mania_p"
"q7g_pat_uncle4_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 3 &&  famhx_2a_p  != 999","paternal uncle Tío paterno  (4)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 3 ","famhx_q7g_pat_uncle4_mania_p"
"q7g_pat_uncle5_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 4 &&  famhx_2a_p  != 999","paternal uncle Tío paterno  (5)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2a_p  > 4 ","famhx_q7g_pat_uncle5_mania_p"
"q7h_pat_aunt1_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 0 &&  famhx_2b_p  != 999","paternal aunt Tía paterna  (1)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 0 ","famhx_q7h_pat_aunt1_mania_p"
"q7h_pat_aunt2_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 1 &&  famhx_2b_p  != 999","paternal aunt Tía paterna  (2)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 1 ","famhx_q7h_pat_aunt2_mania_p"
"q7h_pat_aunt3_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 2 &&  famhx_2b_p  != 999","paternal aunt Tía paterna  (3)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 2 ","famhx_q7h_pat_aunt3_mania_p"
"q7h_pat_aunt4_mania","Integer","","Recommended"," famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 3 &&  famhx_2b_p  != 999","paternal aunt Tía paterna  (4)","0 ; 1 ; 999","0 = No No; 1 = Yes Sí; 999 = Don't know No lo sé/  famhx_1   == 1 &&  fam_history_7_yes_no   == 1 &&  famhx_2b_p  > 3 ","famhx_q7h_pat_aunt4_mania_p"
