"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"dmri_dtildgm_cdsn_bslh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-banks of superior temporal sulcus","","","dmri_dti.ld.gm_cort.desikan_bankssts.lh,dmri_dtildgm_cortdesikan_banksstslh"
"dmri_dtildgm_cdsn_cdacatelh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-caudal anterior cingulate","","","dmri_dti.ld.gm_cort.desikan_caudalanteriorcingulate.lh,dmri_dtildgm_cortdesikan_caudalanteriorcingulatelh"
"dmri_dtildgm_cdsn_cdmflh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-caudal middle frontal","","","dmri_dti.ld.gm_cort.desikan_caudalmiddlefrontal.lh,dmri_dtildgm_cortdesikan_caudalmiddlefrontallh"
"dmri_dtildgm_cdsn_cuneuslh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-cuneus","","","dmri_dti.ld.gm_cort.desikan_cuneus.lh,dmri_dtildgm_cortdesikan_cuneuslh"
"dmri_dtildgm_cdsn_ehinallh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-entorhinal","","","dmri_dti.ld.gm_cort.desikan_entorhinal.lh,dmri_dtildgm_cortdesikan_entorhinallh"
"dmri_dtildgm_cdsn_fflh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-fusiform","","","dmri_dti.ld.gm_cort.desikan_fusiform.lh,dmri_dtildgm_cortdesikan_fusiformlh"
"dmri_dtildgm_cdsn_ifpalh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-inferior parietal","","","dmri_dti.ld.gm_cort.desikan_inferiorparietal.lh,dmri_dtildgm_cortdesikan_inferiorparietallh"
"dmri_dtildgm_cdsn_iftmlh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-inferior temporal","","","dmri_dti.ld.gm_cort.desikan_inferiortemporal.lh,dmri_dtildgm_cortdesikan_inferiortemporallh"
"dmri_dtildgm_cdsn_ihcatelh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-isthmus cingulate","","","dmri_dti.ld.gm_cort.desikan_isthmuscingulate.lh,dmri_dtildgm_cortdesikan_isthmuscingulatelh"
"dmri_dtildgm_cdsn_loclh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-lateral occipital","","","dmri_dti.ld.gm_cort.desikan_lateraloccipital.lh,dmri_dtildgm_cortdesikan_lateraloccipitallh"
"dmri_dtildgm_cdsn_loboflh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-lateral orbital frontal","","","dmri_dti.ld.gm_cort.desikan_lateralorbitofrontal.lh,dmri_dtildgm_cortdesikan_lateralorbitofrontallh"
"dmri_dtildgm_cdsn_llh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-lingual","","","dmri_dti.ld.gm_cort.desikan_lingual.lh,dmri_dtildgm_cortdesikan_linguallh"
"dmri_dtildgm_cdsn_mdoboflh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-medial orbito frontal","","","dmri_dti.ld.gm_cort.desikan_medialorbitofrontal.lh,dmri_dtildgm_cortdesikan_medialorbitofrontallh"
"dmri_dtildgm_cdsn_mtmlh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-middle temporal","","","dmri_dti.ld.gm_cort.desikan_middletemporal.lh,dmri_dtildgm_cortdesikan_middletemporallh"
"dmri_dtildgm_cdsn_phpallh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-parahippocampal","","","dmri_dti.ld.gm_cort.desikan_parahippocampal.lh,dmri_dtildgm_cortdesikan_parahippocampallh"
"dmri_dtildgm_cdsn_pcllh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-paracentral","","","dmri_dti.ld.gm_cort.desikan_paracentral.lh,dmri_dtildgm_cortdesikan_paracentrallh"
"dmri_dtildgm_cdsn_pprslh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-pars opercularis","","","dmri_dti.ld.gm_cort.desikan_parsopercularis.lh,dmri_dtildgm_cortdesikan_parsopercularislh"
"dmri_dtildgm_cdsn_pbalislh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-pars orbitalis","","","dmri_dti.ld.gm_cort.desikan_parsorbitalis.lh,dmri_dtildgm_cortdesikan_parsorbitalislh"
"dmri_dtildgm_cdsn_ptislh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-pars triangularis","","","dmri_dti.ld.gm_cort.desikan_parstriangularis.lh,dmri_dtildgm_cortdesikan_parstriangularislh"
"dmri_dtildgm_cdsn_periccelh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-pericalcarine","","","dmri_dti.ld.gm_cort.desikan_pericalcarine.lh,dmri_dtildgm_cortdesikan_pericalcarinelh"
"dmri_dtildgm_cdsn_postcllh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-post central","","","dmri_dti.ld.gm_cort.desikan_postcentral.lh,dmri_dtildgm_cortdesikan_postcentrallh"
"dmri_dtildgm_cdsn_pscatelh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-post cingulate","","","dmri_dti.ld.gm_cort.desikan_posteriorcingulate.lh,dmri_dtildgm_cortdesikan_posteriorcingulatelh"
"dmri_dtildgm_cdsn_precllh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-precentral","","","dmri_dti.ld.gm_cort.desikan_precentral.lh,dmri_dtildgm_cortdesikan_precentrallh"
"dmri_dtildgm_cdsn_pnlh","Float","","Recommended","Average longitudinal diffusivity, parcellation of cortical gray matter associated with cortical ROI left-precuneus","","","dmri_dti.ld.gm_cort.desikan_precuneus.lh,dmri_dtildgm_cortdesikan_precuneuslh"
