"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Recommended","","The event name for which the data was collected","","",""
"sai_l_p_select_language___1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","sai_select_p_language_l,sports_activity_select_language_p_l"
"sai_p_activities_l___0","Integer","","Recommended","","(0, Ballet,  Dance  Ballet,  Baile)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___0"
"sai_p_activities_l___1","Integer","","Recommended","","(1, Baseball,  Softball  Béisbol,  Softbol)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___1"
"sai_p_activities_l___2","Integer","","Recommended","","(2, Basketball Básquetbol)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___2"
"sai_p_activities_l___3","Integer","","Recommended","","(3, Climbing Alpinismo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___3"
"sai_p_activities_l___4","Integer","","Recommended","","(4, Field Hockey Hockey sobre césped)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___4"
"sai_p_activities_l___5","Integer","","Recommended","","(5, Football Fútbol americano)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___5"
"sai_p_activities_l___6","Integer","","Recommended","","(6, Gymnastics Gimnasia)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___6"
"sai_p_activities_l___7","Integer","","Recommended","","(7, Ice Hockey Hockey sobre hielo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___7"
"sai_p_activities_l___8","Integer","","Recommended","","(8, Horseback Riding,  Polo EquitaciAn / polo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___8"
"sai_p_activities_l___9","Integer","","Recommended","","(r) ¿Español? (9, Ice or Inline Skating Patinaje sobre hielo o sobre ruedas)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___9"
"sai_p_activities_l___10","Integer","","Recommended","","(10, Martial Arts Artes marciales)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___10"
"sai_p_activities_l___11","Integer","","Recommended","","(11, Lacrosse Lacrosse)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___11"
"sai_p_activities_l___12","Integer","","Recommended","","(12, Rugby Rugby)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___12"
"sai_p_activities_l___13","Integer","","Recommended","","(13, Skateboarding Andar en patineta)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___13"
"sai_p_activities_l___14","Integer","","Recommended","","(14, Skiing,  Snowboarding Esquiar / snowboarding)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___14"
"sai_p_activities_l___15","Integer","","Recommended","","(15, Soccer Fútbol soccer)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___15"
"sai_p_activities_l___16","Integer","","Recommended","","(16, Surfing Surfear)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___16"
"sai_p_activities_l___17","Integer","","Recommended","","(17, Swimming,  Water Polo NataciAn / waterpolo)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___17"
"sai_p_activities_l___18","Integer","","Recommended","","(18, Tennis Tenis)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___18"
"sai_p_activities_l___19","Integer","","Recommended","","(19, Track,  Running,  Cross-country Atletismo en pista / correr / correr a campo traviesa)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___19"
"sai_p_activities_l___20","Integer","","Recommended","","(20, Wresting,  Mixed Martial Arts Lucha libre / artes marciales mixtas)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___20"
"sai_p_activities_l___21","Integer","","Recommended","","(21, Volleyball VAleibol)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___21"
"sai_p_activities_l___22","Integer","","Recommended","","(22, Yoga,  Tai Chi Yoga / tai chi)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___22"
"sai_p_activities_l___23","Integer","","Recommended","","(23, Musical Instrument (Singing,  Choir,  Guitar,  Piano,  Drums,  Violin,  Flute,  Band,  Rock Band,  Orchestra) Instrumento musical (canto,  coro,  guitarra,  piano,  batería,  violín,  flauta,  banda,  banda de rock,  orquesta))","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___23"
"sai_p_activities_l___24","Integer","","Recommended","","(24, Drawing,  Painting,  Graphic Art,  Photography,  Pottery,  Sculpting Dibujo,  pintura,  artes gráficas,  fotografía,  cerámica,  escultura)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___24"
"sai_p_activities_l___25","Integer","","Recommended","","(25, Drama,  Theater,  Acting,  Film Drama,  teatro,  actuaciAn,  cinematografía)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___25"
"sai_p_activities_l___26","Integer","","Recommended","","(26, Crafts like Knitting,  Building Model Cars or Airplanes Manualidades,  como tejer o armar modelos de autos o aviones)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___26"
"sai_p_activities_l___27","Integer","","Recommended","","(27, Competitive Games like Chess,  Cards,  or Darts Juegos competitivos,  como ajedrez,  cartas o dardos)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___27"
"sai_p_activities_l___28","Integer","","Recommended","","(28, Hobbies like collecting stamps or coins Pasatiempos como coleccionar estampillas o monedas)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___28"
"sai_p_activities_l___29","Integer","","Recommended","","(29, My child has not participated in any of the above activities Mi niño(a) no ha participado en ninguna de estas actividades)","0 ; 1","0 = No; 1 = Yes","sports_activity_activities_p_l___29"
"sai_p_dance_school_l","Integer","","Recommended"," sai_p_activities_l___0   == '1'","Ballet, Dance  Ballet, Baile Was any of this activity part of an organized team, group, band, orchestra, chorus, or program at school? ¿Alguna de estas actividades formA parte de algún equipo, grupo, banda, orquesta, coro, o programa organizado en la escuela?","1 ; 0","1 = Yes Sí; 0 = No No","sai_dance_school_p_l,sports_activity_dance_school_p_l"
"sai_p_dance_outside_l","Integer","","Recommended"," sai_p_activities_l___0   == '1'","Ballet, Dance  Ballet, Baile Was any of this activity part of an organized team, group, band, orchestra, chorus, or program outside of school? ¿Alguna de estas actividades formA parte de algún equipo, grupo, banda, orquesta, coro, o programa organizado fuera de la escuela?","1 ; 0","1 = Yes Sí; 0 = No No","sai_dance_outside_p_l,sports_activity_dance_outside_p_l"
