"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"socialdev_cfire_1","Integer","","Recommended","","Have you ever carried a gun other than for hunting or for a sport such as target shooting?","1;0","1=Yes; 0=No",""
"socialdev_cfire_2","Integer","","Recommended","socialdev_cfire_1==1","How old were you the first time you carried a gun other than for hunting or for a sport such as target shooting?","","",""
"socialdev_cfire_3","Integer","","Recommended","socialdev_cfire_1==1","During the past 12 months=on how many days did you carry a gun? (Do not count the days when you carried a gun only for hunting or for sport=such as target shooting.)","1::4","1=1 day; 2=2 or 3 days; 3=4 or 5 days; 4=6 days or more",""
"socialdev_cfire_4","Integer","","Recommended","","If you wanted to get a gun=how easy would it be for you to get one?","1::4;98","1=Very hard; 2=Sort of hard; 3=Sort of easy; 4=Very easy; 98=I don't know",""
