"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","","The event name for which the data was collected","","",""
"medhx_select_language___1","Integer","","Recommended","","¿Español? (1, Sí)","0 ; 1","0 = No; 1 = Yes","medhx_select_language_p"
"medhx_1a","Integer","","Recommended","","During the past year, has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups? /En el último año? / ¿su niño(a) ha visto a un médico, enfermero(a), dentista o algún otro profesional similar de la salud, por algún motivo distinto a sus chequeos periódicos?","1 ; 0 ; 6","1 = Yes /Sí; 0 = No/ No; 6 = Don't know /No sé//Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_1a_dr_past_yr_p,medhx_1a_p"
"medhx_1b","Integer","","Recommended","","has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups. What about the rest of his/her life before the past year? / ¿Y durante el resto de su vida antes del último año?","1 ; 0 ; 6","1 = Yes /Sí; 0 = No/ No; 6 = Don't know /No sé//Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_1b_dr_before_past_yr_p,medhx_1b_p"
"medhx_2a","Integer","","Recommended","","Asthma Asma","1 ; 0","1 = Yes; 0 = No","medhx_2a_asthma_p,medhx_2a_p"
"medhx_2b","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Allergies Alergias","1 ; 0","1 = Yes; 0 = No","medhx_2b_allergies_p,medhx_2b_p"
"medhx_2c","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Brain Injury /Lesión Cerebral","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2c_brain_injury_p,medhx_2c_p"
"medhx_2d","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Bronchitis /Bronquitus","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2d_bronchitis_p,medhx_2d_p"
"medhx_2e","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Cancer/Leukemia //Cáncer/Leucimia","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2e_leukemia_p,medhx_2e_p"
"medhx_2f","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Cerebral Palsy Parálisis Cerebral","1 ; 0","1 = Yes; 0 = No","medhx_2f_cerebral_palsy_p,medhx_2f_p"
"medhx_2g","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Diabetes Diabetes","1 ; 0","1 = Yes; 0 = No","medhx_2g_diabetes_p,medhx_2g_p"
"medhx_2h","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Epilepsy or Seizures Epilepsia o convulsiones","1 ; 0","1 = Yes; 0 = No","medhx_2h_epilepsy_p,medhx_2h_p"
"medhx_2i","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Hearing Problem Problema Auditivo","1 ; 0","1 = Yes; 0 = No","medhx_2i_hearing_p,medhx_2i_p"
"medhx_2j","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Kidney Disease /Enfermedad Renal","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2j_kidney_disease_p,medhx_2j_p"
"medhx_2k","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Lead Poisoning /Intoxicación por Plomo","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2k_lead_poison_p,medhx_2k_p"
"medhx_2l","Integer","","Recommended","","Since we last saw you, has she/he been to a doctor for any of these things? Has she/he ever been to a doctor for any of these things…Muscular Dystrophy /Distrofia muscular","1 ; 0","1 = Yes SÍ; 0 = No No// Now I'd like to ask you about your child's use of health services since we last saw you on_____. ","medhx_2l_musculary_dys_p,medhx_2l_p"
"medhx_2m","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Multiple Sclerosis Esclerosis múltiple","1 ; 0","1 = Yes; 0 = No","medhx_2m_multiple_sclerosis_p,medhx_2m_p"
"medhx_2n","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Has she/he ever been to a doctor for any of these things…Problems with Vision (including the need for glasses) /Problemas de la vista (incluyendo la necesidad de lentes/gafas)","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2n_p,medhx_2n_vision_p"
"medhx_2o","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things… Problems with Heart Problemas del corazón","1 ; 0","1 = Yes; 0 = No","medhx_2o_heart_p,medhx_2o_p"
"medhx_2p","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Sickle Cell Anemia /Anemia de células falciformes","1 ; 0","1 = Yes; 0 = No//Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2p_p,medhx_2p_sickle_cell_p"
"medhx_2q","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Very Bad Headaches /Dolores de cabeza muy intensos","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2q_headache_p,medhx_2q_p"
"medhx_2r","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…An Operation /Cirugías","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2r_operation_p,medhx_2r_p"
"medhx_2s","Integer","","Recommended","","Has she/he ever been to a doctor for any of these things…Any Other Illness /Cualquier otra enfermedad","1 ; 0","1 = Yes; 0 = No // Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_2s_other_illness_p,medhx_2s_p"
"medhx_4a","Integer","","Recommended","","Has he/she been to an emergency room in the past year? / ¿Su niño(a) ha visitado una sala de emergencias en el último año?","1 ; 0 ; 6 ; 7","1 = Yes /Sí; 0 = No /No; 6 = Don't know /No Sé; 7 = Refuse to answer /Niego contestar //Now I'd like to ask you about your child's use of health services during the past year and throughout his/her whole life.","medhx_4a_er_past_yr_p,medhx_4a_p"
